Data Type;HTS Number;Year;Month;Description;Quantity Description;General First Unit of Quantity;Suppressed
General Customs Value;4011;2009;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;541313989.00;
General Customs Value;4011;2010;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;665323617.00;
General Customs Value;4011;2011;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;919036776.00;
General Customs Value;4011;2012;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1097738806.00;
General Customs Value;4011;2013;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1052167683.00;
General Customs Value;4011;2014;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1030206047.00;
General Customs Value;4011;2015;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;872016357.00;
General Customs Value;4011;2016;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1016510776.00;
General Customs Value;4011;2017;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;939388897.00;
General Customs Value;4011;2018;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1067733390.00;
General Customs Value;4011;2019;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1085743767.00;
General Customs Value;4011;2020;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1046482892.00;
General Customs Value;4011;2021;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1019760214.00;
General Customs Value;4011;2022;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1278744556.00;
General Customs Value;4011;2023;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1254996620.00;
General Customs Value;4011;2024;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1557568554.00;
General Customs Value;4011;2025;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1481828913.00;
General Customs Value;4011;2026;2;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1256880110.00;
General Customs Value;4011;1989;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;236805110.00;
General Customs Value;4011;1990;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;234176914.00;
General Customs Value;4011;1991;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;193159314.00;
General Customs Value;4011;1992;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;199262757.00;
General Customs Value;4011;1993;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;231938474.00;
General Customs Value;4011;1994;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;263521514.00;
General Customs Value;4011;1995;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;285707925.00;
General Customs Value;4011;1996;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;248360440.00;
General Customs Value;4011;1997;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;255125714.00;
General Customs Value;4011;1998;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;352414974.00;
General Customs Value;4011;1999;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;400863537.00;
General Customs Value;4011;2000;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;423463684.00;
General Customs Value;4011;2001;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;341343731.00;
General Customs Value;4011;2002;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;387287824.00;
General Customs Value;4011;2003;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;438646014.00;
General Customs Value;4011;2004;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;525418190.00;
General Customs Value;4011;2005;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;633124867.00;
General Customs Value;4011;2006;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;736389323.00;
General Customs Value;4011;2007;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;738680122.00;
General Customs Value;4011;2008;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;815299319.00;
General Customs Value;4011;2009;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;660079411.00;
General Customs Value;4011;2010;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;792636813.00;
General Customs Value;4011;2011;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1118903596.00;
General Customs Value;4011;2012;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1233627222.00;
General Customs Value;4011;2013;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1125669139.00;
General Customs Value;4011;2014;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1248217155.00;
General Customs Value;4011;2015;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1180827140.00;
General Customs Value;4011;2016;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1168233353.00;
General Customs Value;4011;2017;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1134466931.00;
General Customs Value;4011;2018;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1199051260.00;
General Customs Value;4011;2019;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1314068696.00;
General Customs Value;4011;2020;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1252260924.00;
General Customs Value;4011;2021;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1332426690.00;
General Customs Value;4011;2022;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1556658422.00;
General Customs Value;4011;2023;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1569020851.00;
General Customs Value;4011;2024;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1650434351.00;
General Customs Value;4011;2025;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1778373734.00;
General Customs Value;4011;2026;3;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1548174370.00;
General Customs Value;4011;1989;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;216521778.00;
General Customs Value;4011;1990;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;221412357.00;
General Customs Value;4011;1991;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;198154470.00;
General Customs Value;4011;1992;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;199241721.00;
General Customs Value;4011;1993;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;218424066.00;
General Customs Value;4011;1994;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;227628743.00;
General Customs Value;4011;1995;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;263384575.00;
General Customs Value;4011;1996;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;259375479.00;
General Customs Value;4011;1997;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;275211594.00;
General Customs Value;4011;1998;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;323634940.00;
General Customs Value;4011;1999;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;360821169.00;
General Customs Value;4011;2000;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;403550290.00;
General Customs Value;4011;2001;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;333045656.00;
General Customs Value;4011;2002;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;399089065.00;
General Customs Value;4011;2003;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;445649449.00;
General Customs Value;4011;2004;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;502289386.00;
General Customs Value;4011;2005;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;643051528.00;
General Customs Value;4011;2006;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;722128176.00;
General Customs Value;4011;2007;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;763715180.00;
General Customs Value;4011;2008;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;851123705.00;
General Customs Value;4011;2009;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;619499937.00;
General Customs Value;4011;2010;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;828913883.00;
General Customs Value;4011;2011;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1029950675.00;
General Customs Value;4011;2012;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1248338768.00;
General Customs Value;4011;2013;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1239705565.00;
General Customs Value;4011;2014;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1232984542.00;
General Customs Value;4011;2015;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1306944540.00;
General Customs Value;4011;2016;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1087870469.00;
General Customs Value;4011;2017;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1025331252.00;
General Customs Value;4011;2018;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1181168661.00;
General Customs Value;4011;2019;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1206765636.00;
General Customs Value;4011;2020;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;987958371.00;
General Customs Value;4011;2021;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1306729270.00;
General Customs Value;4011;2022;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1649402327.00;
General Customs Value;4011;2023;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1523450874.00;
General Customs Value;4011;2024;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1651381685.00;
General Customs Value;4011;2025;4;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1785022310.00;
General Customs Value;4011;1989;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;230195135.00;
General Customs Value;4011;1990;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;214295912.00;
General Customs Value;4011;1991;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;193712792.00;
General Customs Value;4011;1992;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;194066924.00;
General Customs Value;4011;1993;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;208757104.00;
General Customs Value;4011;1994;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;239885353.00;
General Customs Value;4011;1995;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;271692382.00;
General Customs Value;4011;1996;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;253187705.00;
General Customs Value;4011;1997;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;250154493.00;
General Customs Value;4011;1998;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;325075815.00;
General Customs Value;4011;1999;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;377159393.00;
General Customs Value;4011;2000;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;427664221.00;
General Customs Value;4011;2001;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;343237365.00;
General Customs Value;4011;2002;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;414756913.00;
General Customs Value;4011;2003;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;414508508.00;
General Customs Value;4011;2004;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;517556137.00;
General Customs Value;4011;2005;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;645409277.00;
General Customs Value;4011;2006;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;739796449.00;
General Customs Value;4011;2007;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;763774234.00;
General Customs Value;4011;2008;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;818522790.00;
General Customs Value;4011;2009;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;632790856.00;
General Customs Value;4011;2010;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;797968485.00;
General Customs Value;4011;2011;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1109765289.00;
General Customs Value;4011;2012;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1230563370.00;
General Customs Value;4011;2013;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1209804327.00;
General Customs Value;4011;2014;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1229973183.00;
General Customs Value;4011;2015;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1247107434.00;
General Customs Value;4011;2016;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1110444655.00;
General Customs Value;4011;2017;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1186328322.00;
General Customs Value;4011;2018;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1180222733.00;
General Customs Value;4011;2019;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1263472434.00;
General Customs Value;4011;2020;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;645529705.00;
General Customs Value;4011;2021;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1337939894.00;
General Customs Value;4011;2022;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1828103694.00;
General Customs Value;4011;2023;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1478322039.00;
General Customs Value;4011;2024;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1557517600.00;
General Customs Value;4011;2025;5;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1670233843.00;
General Customs Value;4011;1989;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;237632733.00;
General Customs Value;4011;1990;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;231207492.00;
General Customs Value;4011;1991;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;185853885.00;
General Customs Value;4011;1992;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;207094561.00;
General Customs Value;4011;1993;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;235002677.00;
General Customs Value;4011;1994;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;260839459.00;
General Customs Value;4011;1995;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;264308753.00;
General Customs Value;4011;1996;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;255152381.00;
General Customs Value;4011;1997;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;269175889.00;
General Customs Value;4011;1998;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;347963488.00;
General Customs Value;4011;1999;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;386492834.00;
General Customs Value;4011;2000;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;406468058.00;
General Customs Value;4011;2001;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;354105374.00;
General Customs Value;4011;2002;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;402311595.00;
General Customs Value;4011;2003;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;442096500.00;
General Customs Value;4011;2004;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;521215343.00;
General Customs Value;4011;2005;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;657236855.00;
General Customs Value;4011;2006;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;728536518.00;
General Customs Value;4011;2007;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;784026179.00;
General Customs Value;4011;2008;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;791552321.00;
General Customs Value;4011;2009;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;680339476.00;
General Customs Value;4011;2010;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;917467359.00;
General Customs Value;4011;2011;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1130213407.00;
General Customs Value;4011;2012;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1220266656.00;
General Customs Value;4011;2013;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1205757583.00;
General Customs Value;4011;2014;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1269498232.00;
General Customs Value;4011;2015;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1324153578.00;
General Customs Value;4011;2016;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1138965651.00;
General Customs Value;4011;2017;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1146008542.00;
General Customs Value;4011;2018;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1180126510.00;
General Customs Value;4011;2019;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1166601838.00;
General Customs Value;4011;2020;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;689516495.00;
General Customs Value;4011;2021;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1294561491.00;
General Customs Value;4011;2022;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1772975079.00;
General Customs Value;4011;2023;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1484070884.00;
General Customs Value;4011;2024;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1444130281.00;
General Customs Value;4011;2025;6;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1575224878.00;
General Customs Value;4011;1989;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;216497085.00;
General Customs Value;4011;1990;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;226142936.00;
General Customs Value;4011;1991;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;190227207.00;
General Customs Value;4011;1992;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;211010210.00;
General Customs Value;4011;1993;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;229133228.00;
General Customs Value;4011;1994;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;238790853.00;
General Customs Value;4011;1995;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;241197777.00;
General Customs Value;4011;1996;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;239750333.00;
General Customs Value;4011;1997;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;280741661.00;
General Customs Value;4011;1998;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;317859550.00;
General Customs Value;4011;1999;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;376733360.00;
General Customs Value;4011;2000;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;393455951.00;
General Customs Value;4011;2001;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;353810785.00;
General Customs Value;4011;2002;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;419584607.00;
General Customs Value;4011;2003;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;455357084.00;
General Customs Value;4011;2004;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;513915253.00;
General Customs Value;4011;2005;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;631888220.00;
General Customs Value;4011;2006;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;710454006.00;
General Customs Value;4011;2007;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;809583628.00;
General Customs Value;4011;2008;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;782965519.00;
General Customs Value;4011;2009;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;697085350.00;
General Customs Value;4011;2010;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;887898612.00;
General Customs Value;4011;2011;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1112584222.00;
General Customs Value;4011;2012;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1225851046.00;
General Customs Value;4011;2013;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1270734139.00;
General Customs Value;4011;2014;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1263018660.00;
General Customs Value;4011;2015;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1307300400.00;
General Customs Value;4011;2016;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1054336302.00;
General Customs Value;4011;2017;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1135355069.00;
General Customs Value;4011;2018;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1191843614.00;
General Customs Value;4011;2019;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1291493525.00;
General Customs Value;4011;2020;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;955238783.00;
General Customs Value;4011;2021;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1300520007.00;
General Customs Value;4011;2022;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1716215508.00;
General Customs Value;4011;2023;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1545575770.00;
General Customs Value;4011;2024;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1575653626.00;
General Customs Value;4011;2025;7;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1684431644.00;
General Customs Value;4011;1989;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;226909097.00;
General Customs Value;4011;1990;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;186930327.00;
General Customs Value;4011;1991;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;167714993.00;
General Customs Value;4011;1992;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;191918080.00;
General Customs Value;4011;1993;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;202401245.00;
General Customs Value;4011;1994;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;244000934.00;
General Customs Value;4011;1995;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;258374261.00;
General Customs Value;4011;1996;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;234429398.00;
General Customs Value;4011;1997;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;266092378.00;
General Customs Value;4011;1998;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;328444676.00;
General Customs Value;4011;1999;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;367370136.00;
General Customs Value;4011;2000;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;392887916.00;
General Customs Value;4011;2001;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;348747298.00;
General Customs Value;4011;2002;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;398957020.00;
General Customs Value;4011;2003;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;399185473.00;
General Customs Value;4011;2004;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;515744183.00;
General Customs Value;4011;2005;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;656240101.00;
General Customs Value;4011;2006;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;724413363.00;
General Customs Value;4011;2007;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;769188270.00;
General Customs Value;4011;2008;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;758264618.00;
General Customs Value;4011;2009;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;714999087.00;
General Customs Value;4011;2010;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;962522748.00;
General Customs Value;4011;2011;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1155538863.00;
General Customs Value;4011;2012;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1144982901.00;
General Customs Value;4011;2013;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1246648397.00;
General Customs Value;4011;2014;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1235035009.00;
General Customs Value;4011;2015;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1140290303.00;
General Customs Value;4011;2016;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1156035300.00;
General Customs Value;4011;2017;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1184169766.00;
General Customs Value;4011;2018;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1224940016.00;
General Customs Value;4011;2019;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1232346367.00;
General Customs Value;4011;2020;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1169006786.00;
General Customs Value;4011;2021;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1342471416.00;
General Customs Value;4011;2022;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1767792408.00;
General Customs Value;4011;2023;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1606925541.00;
General Customs Value;4011;2024;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1544345347.00;
General Customs Value;4011;2025;8;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1637980241.00;
General Customs Value;4011;1989;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;183967729.00;
General Customs Value;4011;1990;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;165969280.00;
General Customs Value;4011;1991;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;163431031.00;
General Customs Value;4011;1992;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;183247736.00;
General Customs Value;4011;1993;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;216254199.00;
General Customs Value;4011;1994;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;234930242.00;
General Customs Value;4011;1995;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;222918000.00;
General Customs Value;4011;1996;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;210879325.00;
General Customs Value;4011;1997;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;273660773.00;
General Customs Value;4011;1998;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;307254260.00;
General Customs Value;4011;1999;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;360785480.00;
General Customs Value;4011;2000;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;347289937.00;
General Customs Value;4011;2001;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;320719848.00;
General Customs Value;4011;2002;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;376285015.00;
General Customs Value;4011;2003;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;416344266.00;
General Customs Value;4011;2004;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;498691697.00;
General Customs Value;4011;2005;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;587448075.00;
General Customs Value;4011;2006;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;640604106.00;
General Customs Value;4011;2007;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;717716160.00;
General Customs Value;4011;2008;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;797142286.00;
General Customs Value;4011;2009;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;728954682.00;
General Customs Value;4011;2010;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;938064108.00;
General Customs Value;4011;2011;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1076841698.00;
General Customs Value;4011;2012;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1093561896.00;
General Customs Value;4011;2013;9;NEW PNEUMATIC TIRES, OF RUBBER;Value for: number;1155356890.00;
